value,country_code,year,month,feature_id
0.8,BWA,2020,7,7
12.0,CAF,2020,7,7
237.1,CAN,2020,7,7
209.6,CHE,2020,7,7
492.2,CHL,2020,7,7
3.2,CHN,2020,7,7
3.8,CIV,2020,7,7
14.4,CMR,2020,7,7
2.3,COD,2020,7,7
9.5,COG,2020,7,7
197.1,COL,2020,7,7
7.9,COM,2020,7,7
40.9,CPV,2020,7,7
29.2,CRI,2020,7,7
7.7,CUB,2020,7,7
21.2,CYP,2020,7,7
35.6,CZE,2020,7,7
109.0,DEU,2020,7,7
57.9,DJI,2020,7,7
,DMA,2020,7,7
105.8,DNK,2020,7,7
105.9,DOM,2020,7,7
27.1,DZA,2020,7,7
318.8,ECU,2020,7,7
46.1,EGY,2020,7,7
,ERI,2020,7,7
608.5,ESP,2020,7,7
52.1,EST,2020,7,7
2.3,ETH,2020,7,7
59.3,FIN,2020,7,7
1.1,FJI,2020,7,7
448.0,FRA,2020,7,7
21.5,GAB,2020,7,7
605.1,GBR,2020,7,7
4.3,GEO,2020,7,7
5.7,GHA,2020,7,7
3.4,GIN,2020,7,7
3.6,GMB,2020,7,7
12.9,GNB,2020,7,7
57.2,GNQ,2020,7,7
19.9,GRC,2020,7,7
,GRD,2020,7,7
105.4,GTM,2020,7,7
25.3,GUY,2020,7,7
3.6,HKG,2020,7,7
132.9,HND,2020,7,7
35.5,HRV,2020,7,7
13.8,HTI,2020,7,7
61.9,HUN,2020,7,7
18.6,IDN,2020,7,7
26.2,IND,2020,7,7
353.8,IRL,2020,7,7
197.2,IRN,2020,7,7
115.1,IRQ,2020,7,7
29.1,ISL,2020,7,7
64.2,ISR,2020,7,7
582.1,ITA,2020,7,7
3.4,JAM,2020,7,7
1.1,JOR,2020,7,7
8.0,JPN,2020,7,7
41.7,KAZ,2020,7,7
6.2,KEN,2020,7,7
207.9,KGZ,2020,7,7
,KHM,2020,7,7
,KNA,2020,7,7
5.9,KOR,2020,7,7
103.3,KWT,2020,7,7
,LAO,2020,7,7
9.0,LBN,2020,7,7
14.1,LBR,2020,7,7
10.6,LBY,2020,7,7
,LCA,2020,7,7
26.1,LIE,2020,7,7
0.5,LKA,2020,7,7
6.0,LSO,2020,7,7
23.4,LTU,2020,7,7
179.6,LUX,2020,7,7
17.1,LVA,2020,7,7
9.5,MAR,2020,7,7
101.2,MCO,2020,7,7
193.3,MDA,2020,7,7
3.7,MDG,2020,7,7
29.4,MDV,2020,7,7
358.4,MEX,2020,7,7
233.4,MKD,2020,7,7
5.9,MLI,2020,7,7
17.5,MLT,2020,7,7
0.1,MMR,2020,7,7
76.4,MNE,2020,7,7
,MNG,2020,7,7
0.3,MOZ,2020,7,7
32.9,MRT,2020,7,7
7.9,MUS,2020,7,7
5.8,MWI,2020,7,7
3.8,MYS,2020,7,7
3.9,NAM,2020,7,7
2.7,NER,2020,7,7
4.2,NGA,2020,7,7
17.3,NIC,2020,7,7
359.0,NLD,2020,7,7
46.7,NOR,2020,7,7
1.9,NPL,2020,7,7
4.5,NZL,2020,7,7
80.6,OMN,2020,7,7
14.3,OWID_AFR,2020,7,7
20.7,OWID_ASI,2020,7,7
304.4,OWID_EUN,2020,7,7
264.9,OWID_EUR,2020,7,7
,OWID_INT,2020,7,7
127.9,OWID_KOS,2020,7,7
362.7,OWID_NAM,2020,7,7
5.2,OWID_OCE,2020,7,7
415.7,OWID_SAM,2020,7,7
90.4,OWID_WRL,2020,7,7
26.4,PAK,2020,7,7
324.3,PAN,2020,7,7
1678.1,PER,2020,7,7
18.2,PHL,2020,7,7
0.2,PNG,2020,7,7
45.4,POL,2020,7,7
170.6,PRT,2020,7,7
6.8,PRY,2020,7,7
15.7,PSE,2020,7,7
59.4,QAT,2020,7,7
122.5,ROU,2020,7,7
95.5,RUS,2020,7,7
0.4,RWA,2020,7,7
81.1,SAU,2020,7,7
16.6,SDN,2020,7,7
11.9,SEN,2020,7,7
4.6,SGP,2020,7,7
8.2,SLE,2020,7,7
68.7,SLV,2020,7,7
1234.9,SMR,2020,7,7
5.7,SOM,2020,7,7
82.9,SRB,2020,7,7
4.0,SSD,2020,7,7
67.2,STP,2020,7,7
43.9,SUR,2020,7,7
5.3,SVK,2020,7,7
57.2,SVN,2020,7,7
565.2,SWE,2020,7,7
35.0,SWZ,2020,7,7
,SYC,2020,7,7
2.4,SYR,2020,7,7
4.4,TCD,2020,7,7
2.2,TGO,2020,7,7
0.8,THA,2020,7,7
6.2,TJK,2020,7,7
,TLS,2020,7,7
5.7,TTO,2020,7,7
4.2,TUN,2020,7,7
66.9,TUR,2020,7,7
0.3,TWN,2020,7,7
0.3,TZA,2020,7,7
0.1,UGA,2020,7,7
39.5,UKR,2020,7,7
10.0,URY,2020,7,7
462.1,USA,2020,7,7
4.2,UZB,2020,7,7
,VAT,2020,7,7
,VCT,2020,7,7
5.7,VEN,2020,7,7
0.0,VNM,2020,7,7
16.2,YEM,2020,7,7
133.3,ZAF,2020,7,7
8.0,ZMB,2020,7,7
4.4,ZWE,2020,7,7
35.3,AFG,2020,8,7
3.2,AGO,2020,8,7
98.9,ALB,2020,8,7
685.2,AND,2020,8,7
38.4,ARE,2020,8,7
189.9,ARG,2020,8,7
296.1,ARM,2020,8,7
30.4,ATG,2020,8,7
25.5,AUS,2020,8,7
81.1,AUT,2020,8,7
52.2,AZE,2020,8,7
0.1,BDI,2020,8,7
850.6,BEL,2020,8,7
3.2,BEN,2020,8,7
2.6,BFA,2020,8,7
25.7,BGD,2020,8,7
91.2,BGR,2020,8,7
108.7,BHR,2020,8,7
126.0,BHS,2020,8,7
186.6,BIH,2020,8,7
72.1,BLR,2020,8,7
32.1,BLZ,2020,8,7
424.8,BOL,2020,8,7
567.2,BRA,2020,8,7
24.3,BRB,2020,8,7
6.8,BRN,2020,8,7
,BTN,2020,8,7
2.5,BWA,2020,8,7
12.6,CAF,2020,8,7
241.5,CAN,2020,8,7
212.0,CHE,2020,8,7
587.6,CHL,2020,8,7
3.2,CHN,2020,8,7
4.3,CIV,2020,8,7
15.1,CMR,2020,8,7
2.8,COD,2020,8,7
13.8,COG,2020,8,7
383.5,COL,2020,8,7
7.9,COM,2020,8,7
71.2,CPV,2020,8,7
84.8,CRI,2020,8,7
8.3,CUB,2020,8,7
23.4,CYP,2020,8,7
39.5,CZE,2020,8,7
110.9,DEU,2020,8,7
59.9,DJI,2020,8,7
,DMA,2020,8,7
107.3,DNK,2020,8,7
156.1,DOM,2020,8,7
33.8,DZA,2020,8,7
366.5,ECU,2020,8,7
52.0,EGY,2020,8,7
,ERI,2020,8,7
622.4,ESP,2020,8,7
48.3,EST,2020,8,7
6.9,ETH,2020,8,7
60.6,FIN,2020,8,7
2.2,FJI,2020,8,7
453.6,FRA,2020,8,7
23.3,GAB,2020,8,7
609.7,GBR,2020,8,7
4.8,GEO,2020,8,7
8.7,GHA,2020,8,7
4.4,GIN,2020,8,7
38.6,GMB,2020,8,7
16.9,GNB,2020,8,7
57.2,GNQ,2020,8,7
25.6,GRC,2020,8,7
,GRD,2020,8,7
151.2,GTM,2020,8,7
49.3,GUY,2020,8,7
11.8,HKG,2020,8,7
186.1,HND,2020,8,7
45.6,HRV,2020,8,7
17.4,HTI,2020,8,7
63.8,HUN,2020,8,7
26.8,IDN,2020,8,7
46.9,IND,2020,8,7
356.6,IRL,2020,8,7
253.7,IRN,2020,8,7
171.0,IRQ,2020,8,7
29.1,ISL,2020,8,7
108.4,ISR,2020,8,7
587.8,ITA,2020,8,7
7.1,JAM,2020,8,7
1.5,JOR,2020,8,7
10.3,JPN,2020,8,7
98.9,KAZ,2020,8,7
10.5,KEN,2020,8,7
159.6,KGZ,2020,8,7
,KHM,2020,8,7
,KNA,2020,8,7
6.3,KOR,2020,8,7
122.7,KWT,2020,8,7
,LAO,2020,8,7
24.7,LBN,2020,8,7
15.8,LBR,2020,8,7
34.1,LBY,2020,8,7
,LCA,2020,8,7
26.1,LIE,2020,8,7
0.6,LKA,2020,8,7
14.4,LSO,2020,8,7
25.7,LTU,2020,8,7
195.3,LUX,2020,8,7
18.2,LVA,2020,8,7
30.6,MAR,2020,8,7
101.2,MCO,2020,8,7
247.3,MDA,2020,8,7
6.8,MDG,2020,8,7
51.5,MDV,2020,8,7
494.5,MEX,2020,8,7
289.5,MKD,2020,8,7
6.0,MLI,2020,8,7
23.3,MLT,2020,8,7
0.1,MMR,2020,8,7
159.2,MNE,2020,8,7
,MNG,2020,8,7
0.7,MOZ,2020,8,7
33.3,MRT,2020,8,7
7.9,MUS,2020,8,7
8.9,MWI,2020,8,7
3.9,MYS,2020,8,7
29.0,NAM,2020,8,7
2.7,NER,2020,8,7
4.8,NGA,2020,8,7
20.4,NIC,2020,8,7
364.1,NLD,2020,8,7
48.3,NOR,2020,8,7
7.7,NPL,2020,8,7
4.5,NZL,2020,8,7
131.1,OMN,2020,8,7
21.7,OWID_AFR,2020,8,7
30.5,OWID_ASI,2020,8,7
313.2,OWID_EUN,2020,8,7
277.9,OWID_EUR,2020,8,7
,OWID_INT,2020,8,7
295.7,OWID_KOS,2020,8,7
447.6,OWID_NAM,2020,8,7
15.9,OWID_OCE,2020,8,7
568.9,OWID_SAM,2020,8,7
113.7,OWID_WRL,2020,8,7
27.9,PAK,2020,8,7
456.9,PAN,2020,8,7
2206.6,PER,2020,8,7
32.0,PHL,2020,8,7
0.5,PNG,2020,8,7
53.9,POL,2020,8,7
179.2,PRT,2020,8,7
45.2,PRY,2020,8,7
29.1,PSE,2020,8,7
67.2,QAT,2020,8,7
189.3,ROU,2020,8,7
117.4,RUS,2020,8,7
1.2,RWA,2020,8,7
110.3,SAU,2020,8,7
18.3,SDN,2020,8,7
16.5,SEN,2020,8,7
4.6,SGP,2020,8,7
8.6,SLE,2020,8,7
110.0,SLV,2020,8,7
1234.9,SMR,2020,8,7
6.0,SOM,2020,8,7
103.2,SRB,2020,8,7
4.1,SSD,2020,8,7
67.2,STP,2020,8,7
120.0,SUR,2020,8,7
6.0,SVK,2020,8,7
64.0,SVN,2020,8,7
572.9,SWE,2020,8,7
77.6,SWZ,2020,8,7
,SYC,2020,8,7
6.1,SYR,2020,8,7
4.6,TCD,2020,8,7
3.3,TGO,2020,8,7
0.8,THA,2020,8,7
7.0,TJK,2020,8,7
,TLS,2020,8,7
15.7,TTO,2020,8,7
6.5,TUN,2020,8,7
74.9,TUR,2020,8,7
0.3,TWN,2020,8,7
0.3,TZA,2020,8,7
0.7,UGA,2020,8,7
59.9,UKR,2020,8,7
12.6,URY,2020,8,7
550.8,USA,2020,8,7
9.4,UZB,2020,8,7
,VAT,2020,8,7
,VCT,2020,8,7
13.4,VEN,2020,8,7
0.3,VNM,2020,8,7
18.6,YEM,2020,8,7
235.7,ZAF,2020,8,7
15.2,ZMB,2020,8,7
13.4,ZWE,2020,8,7
36.7,AFG,2020,9,7
5.4,AGO,2020,9,7
134.7,ALB,2020,9,7
685.2,AND,2020,9,7
41.9,ARE,2020,9,7
371.4,ARG,2020,9,7
323.1,ARM,2020,9,7
30.4,ATG,2020,9,7
34.4,AUS,2020,9,7
88.4,AUT,2020,9,7
57.8,AZE,2020,9,7
0.1,BDI,2020,9,7
861.0,BEL,2020,9,7
3.3,BEN,2020,9,7
2.7,BFA,2020,9,7
31.6,BGD,2020,9,7
119.6,BGR,2020,9,7
143.6,BHR,2020,9,7
241.9,BHS,2020,9,7
262.3,BIH,2020,9,7
88.2,BLR,2020,9,7
66.7,BLZ,2020,9,7
673.1,BOL,2020,9,7
672.7,BRA,2020,9,7
24.3,BRB,2020,9,7
6.8,BRN,2020,9,7
,BTN,2020,9,7
6.7,BWA,2020,9,7
12.6,CAF,2020,9,7
246.7,CAN,2020,9,7
218.9,CHE,2020,9,7
663.2,CHL,2020,9,7
3.2,CHN,2020,9,7
4.4,CIV,2020,9,7
15.4,CMR,2020,9,7
2.9,COD,2020,9,7
15.7,COG,2020,9,7
507.1,COL,2020,9,7
7.9,COM,2020,9,7
106.8,CPV,2020,9,7
175.9,CRI,2020,9,7
10.8,CUB,2020,9,7
24.6,CYP,2020,9,7
61.1,CZE,2020,9,7
113.2,DEU,2020,9,7
60.9,DJI,2020,9,7
,DMA,2020,9,7
111.8,DNK,2020,9,7
192.2,DOM,2020,9,7
38.9,DZA,2020,9,7
634.8,ECU,2020,9,7
56.9,EGY,2020,9,7
,ERI,2020,9,7
680.1,ESP,2020,9,7
48.3,EST,2020,9,7
10.2,ETH,2020,9,7
62.0,FIN,2020,9,7
2.2,FJI,2020,9,7
473.3,FRA,2020,9,7
23.7,GAB,2020,9,7
619.2,GBR,2020,9,7
9.8,GEO,2020,9,7
9.5,GHA,2020,9,7
4.9,GIN,2020,9,7
45.0,GMB,2020,9,7
19.4,GNB,2020,9,7
57.2,GNQ,2020,9,7
37.7,GRC,2020,9,7
,GRD,2020,9,7
177.9,GTM,2020,9,7
101.2,GUY,2020,9,7
13.9,HKG,2020,9,7
233.8,HND,2020,9,7
68.6,HRV,2020,9,7
19.7,HTI,2020,9,7
79.4,HUN,2020,9,7
38.9,IDN,2020,9,7
70.8,IND,2020,9,7
362.0,IRL,2020,9,7
307.8,IRN,2020,9,7
223.0,IRQ,2020,9,7
29.1,ISL,2020,9,7
182.5,ISR,2020,9,7
594.6,ITA,2020,9,7
36.0,JAM,2020,9,7
5.9,JOR,2020,9,7
12.5,JPN,2020,9,7
109.2,KAZ,2020,9,7
12.9,KEN,2020,9,7
160.5,KGZ,2020,9,7
,KHM,2020,9,7
,KNA,2020,9,7
8.1,KOR,2020,9,7
140.9,KWT,2020,9,7
,LAO,2020,9,7
54.2,LBN,2020,9,7
15.8,LBR,2020,9,7
79.2,LBY,2020,9,7
,LCA,2020,9,7
26.1,LIE,2020,9,7
0.6,LKA,2020,9,7
16.7,LSO,2020,9,7
28.6,LTU,2020,9,7
195.3,LUX,2020,9,7
19.8,LVA,2020,9,7
58.8,MAR,2020,9,7
50.6,MCO,2020,9,7
328.0,MDA,2020,9,7
8.1,MDG,2020,9,7
62.5,MDV,2020,9,7
596.1,MEX,2020,9,7
354.8,MKD,2020,9,7
6.3,MLI,2020,9,7
68.0,MLT,2020,9,7
5.7,MMR,2020,9,7
269.1,MNE,2020,9,7
,MNG,2020,9,7
1.9,MOZ,2020,9,7
33.7,MRT,2020,9,7
7.9,MUS,2020,9,7
9.1,MWI,2020,9,7
4.1,MYS,2020,9,7
46.8,NAM,2020,9,7
2.7,NER,2020,9,7
5.3,NGA,2020,9,7
22.5,NIC,2020,9,7
376.0,NLD,2020,9,7
50.1,NOR,2020,9,7
16.8,NPL,2020,9,7
5.1,NZL,2020,9,7
179.0,OMN,2020,9,7
26.1,OWID_AFR,2020,9,7
41.7,OWID_ASI,2020,9,7
330.7,OWID_EUN,2020,9,7
297.7,OWID_EUR,2020,9,7
,OWID_INT,2020,9,7
352.0,OWID_KOS,2020,9,7
513.9,OWID_NAM,2020,9,7
21.3,OWID_OCE,2020,9,7
697.3,OWID_SAM,2020,9,7
135.1,OWID_WRL,2020,9,7
28.8,PAK,2020,9,7
541.4,PAN,2020,9,7
2462.1,PER,2020,9,7
49.6,PHL,2020,9,7
0.8,PNG,2020,9,7
66.5,POL,2020,9,7
193.8,PRT,2020,9,7
118.7,PRY,2020,9,7
59.5,PSE,2020,9,7
73.0,QAT,2020,9,7
252.3,ROU,2020,9,7
141.4,RUS,2020,9,7
2.2,RWA,2020,9,7
134.9,SAU,2020,9,7
18.6,SDN,2020,9,7
18.1,SEN,2020,9,7
4.6,SGP,2020,9,7
8.8,SLE,2020,9,7
129.3,SLV,2020,9,7
1234.9,SMR,2020,9,7
6.1,SOM,2020,9,7
108.4,SRB,2020,9,7
4.3,SSD,2020,9,7
67.2,STP,2020,9,7
175.7,SUR,2020,9,7
8.8,SVK,2020,9,7
72.2,SVN,2020,9,7
580.0,SWE,2020,9,7
93.0,SWZ,2020,9,7
,SYC,2020,9,7
10.9,SYR,2020,9,7
5.0,TCD,2020,9,7
5.7,TGO,2020,9,7
0.8,THA,2020,9,7
7.7,TJK,2020,9,7
,TLS,2020,9,7
54.2,TTO,2020,9,7
22.2,TUN,2020,9,7
96.4,TUR,2020,9,7
0.3,TWN,2020,9,7
0.3,TZA,2020,9,7
1.6,UGA,2020,9,7
97.1,UKR,2020,9,7
13.8,URY,2020,9,7
621.4,USA,2020,9,7
13.8,UZB,2020,9,7
,VAT,2020,9,7
,VCT,2020,9,7
21.9,VEN,2020,9,7
0.4,VNM,2020,9,7
19.3,YEM,2020,9,7
278.7,ZAF,2020,9,7
17.5,ZMB,2020,9,7
15.1,ZWE,2020,9,7
38.5,AFG,2020,10,7
8.4,AGO,2020,10,7
177.2,ALB,2020,10,7
969.6,AND,2020,10,7
49.5,ARE,2020,10,7
679.8,ARG,2020,10,7
451.8,ARM,2020,10,7
30.4,ATG,2020,10,7
35.2,AUS,2020,10,7
122.6,AUT,2020,10,7
71.4,AZE,2020,10,7
0.1,BDI,2020,10,7
999.4,BEL,2020,10,7
3.3,BEN,2020,10,7
3.1,BFA,2020,10,7
35.6,BGD,2020,10,7
185.5,BGR,2020,10,7
183.6,BHR,2020,10,7
362.8,BHS,2020,10,7
378.1,BIH,2020,10,7
103.8,BLR,2020,10,7
145.7,BLZ,2020,10,7
737.3,BOL,2020,10,7
747.1,BRA,2020,10,7
24.3,BRB,2020,10,7
6.8,BRN,2020,10,7
,BTN,2020,10,7
10.0,BWA,2020,10,7
12.6,CAF,2020,10,7
269.9,CAN,2020,10,7
272.8,CHE,2020,10,7
739.5,CHL,2020,10,7
3.2,CHN,2020,10,7
4.7,CIV,2020,10,7
15.6,CMR,2020,10,7
3.3,COD,2020,10,7
16.3,COG,2020,10,7
610.8,COL,2020,10,7
7.9,COM,2020,10,7
169.1,CPV,2020,10,7
269.5,CRI,2020,10,7
11.3,CUB,2020,10,7
27.9,CYP,2020,10,7
303.1,CZE,2020,10,7
124.9,DEU,2020,10,7
60.9,DJI,2020,10,7
,DMA,2020,10,7
124.0,DNK,2020,10,7
205.0,DOM,2020,10,7
44.0,DZA,2020,10,7
708.3,ECU,2020,10,7
60.1,EGY,2020,10,7
,ERI,2020,10,7
767.5,ESP,2020,10,7
55.1,EST,2020,10,7
12.5,ETH,2020,10,7
64.5,FIN,2020,10,7
2.2,FJI,2020,10,7
545.1,FRA,2020,10,7
24.1,GAB,2020,10,7
683.9,GBR,2020,10,7
77.1,GEO,2020,10,7
10.1,GHA,2020,10,7
5.3,GIN,2020,10,7
47.8,GMB,2020,10,7
20.3,GNB,2020,10,7
57.2,GNQ,2020,10,7
60.4,GRC,2020,10,7
,GRD,2020,10,7
204.3,GTM,2020,10,7
156.9,GUY,2020,10,7
13.9,HKG,2020,10,7
265.2,HND,2020,10,7
133.8,HRV,2020,10,7
20.1,HTI,2020,10,7
181.6,HUN,2020,10,7
50.2,IDN,2020,10,7
87.6,IND,2020,10,7
383.9,IRL,2020,10,7
410.0,IRN,2020,10,7
264.9,IRQ,2020,10,7
34.9,ISL,2020,10,7
291.4,ISR,2020,10,7
639.7,ITA,2020,10,7
69.3,JAM,2020,10,7
80.7,JOR,2020,10,7
14.0,JPN,2020,10,7
116.8,KAZ,2020,10,7
17.8,KEN,2020,10,7
172.6,KGZ,2020,10,7
,KHM,2020,10,7
,KNA,2020,10,7
9.1,KOR,2020,10,7
180.0,KWT,2020,10,7
,LAO,2020,10,7
94.1,LBN,2020,10,7
15.8,LBR,2020,10,7
123.2,LBY,2020,10,7
,LCA,2020,10,7
78.4,LIE,2020,10,7
0.9,LKA,2020,10,7
20.4,LSO,2020,10,7
56.5,LTU,2020,10,7
239.4,LUX,2020,10,7
38.0,LVA,2020,10,7
98.9,MAR,2020,10,7
50.6,MCO,2020,10,7
443.6,MDA,2020,10,7
8.6,MDG,2020,10,7
69.9,MDV,2020,10,7
704.4,MEX,2020,10,7
,MHL,2020,10,7
477.3,MKD,2020,10,7
6.5,MLI,2020,10,7
120.5,MLT,2020,10,7
22.6,MMR,2020,10,7
479.3,MNE,2020,10,7
,MNG,2020,10,7
2.9,MOZ,2020,10,7
34.1,MRT,2020,10,7
7.9,MUS,2020,10,7
9.4,MWI,2020,10,7
8.0,MYS,2020,10,7
51.4,NAM,2020,10,7
2.7,NER,2020,10,7
5.4,NGA,2020,10,7
23.3,NIC,2020,10,7
434.3,NLD,2020,10,7
51.6,NOR,2020,10,7
31.6,NPL,2020,10,7
5.1,NZL,2020,10,7
231.3,OMN,2020,10,7
31.2,OWID_AFR,2020,10,7
52.0,OWID_ASI,2020,10,7
390.4,OWID_EUN,2020,10,7
355.8,OWID_EUR,2020,10,7
,OWID_INT,2020,10,7
381.9,OWID_KOS,2020,10,7
583.8,OWID_NAM,2020,10,7
21.8,OWID_OCE,2020,10,7
798.6,OWID_SAM,2020,10,7
158.6,OWID_WRL,2020,10,7
30.3,PAK,2020,10,7
616.2,PAN,2020,10,7
2592.8,PER,2020,10,7
65.0,PHL,2020,10,7
0.8,PNG,2020,10,7
149.0,POL,2020,10,7
246.6,PRT,2020,10,7
194.5,PRY,2020,10,7
92.5,PSE,2020,10,7
79.2,QAT,2020,10,7
364.3,ROU,2020,10,7
190.4,RUS,2020,10,7
2.6,RWA,2020,10,7
152.9,SAU,2020,10,7
18.6,SDN,2020,10,7
18.8,SEN,2020,10,7
4.7,SGP,2020,10,7
,SLB,2020,10,7
9.1,SLE,2020,10,7
149.6,SLV,2020,10,7
1234.9,SMR,2020,10,7
6.4,SOM,2020,10,7
118.7,SRB,2020,10,7
5.1,SSD,2020,10,7
71.6,STP,2020,10,7
187.6,SUR,2020,10,7
40.1,SVK,2020,10,7
162.6,SVN,2020,10,7
584.4,SWE,2020,10,7
99.8,SWZ,2020,10,7
,SYC,2020,10,7
15.8,SYR,2020,10,7
5.8,TCD,2020,10,7
6.7,TGO,2020,10,7
0.8,THA,2020,10,7
8.4,TJK,2020,10,7
,TLS,2020,10,7
77.0,TTO,2020,10,7
110.3,TUN,2020,10,7
120.6,TUR,2020,10,7
0.3,TWN,2020,10,7
0.3,TZA,2020,10,7
2.4,UGA,2020,10,7
170.2,UKR,2020,10,7
16.6,URY,2020,10,7
695.4,USA,2020,10,7
16.7,UZB,2020,10,7
,VAT,2020,10,7
,VCT,2020,10,7
27.8,VEN,2020,10,7
0.4,VNM,2020,10,7
19.6,YEM,2020,10,7
321.0,ZAF,2020,10,7
18.4,ZMB,2020,10,7
16.1,ZWE,2020,10,7
44.3,AFG,2020,11,7
10.3,AGO,2020,11,7
281.9,ALB,2020,11,7
982.5,AND,2020,11,7
57.3,ARE,2020,11,7
849.2,ARG,2020,11,7
729.1,ARM,2020,11,7
40.5,ATG,2020,11,7
35.2,AUS,2020,11,7
352.1,AUT,2020,11,7
136.2,AZE,2020,11,7
0.1,BDI,2020,11,7
1430.9,BEL,2020,11,7
3.5,BEN,2020,11,7
3.2,BFA,2020,11,7
40.0,BGD,2020,11,7
585.1,BGR,2020,11,7
195.0,BHR,2020,11,7
410.7,BHS,2020,11,7
821.5,BIH,2020,11,7
122.6,BLR,2020,11,7
365.5,BLZ,2020,11,7
757.0,BOL,2020,11,7
809.0,BRA,2020,11,7
24.3,BRB,2020,11,7
6.8,BRN,2020,11,7
,BTN,2020,11,7
14.2,BWA,2020,11,7
12.8,CAF,2020,11,7
321.5,CAN,2020,11,7
579.8,CHE,2020,11,7
802.1,CHL,2020,11,7
3.2,CHN,2020,11,7
4.9,CIV,2020,11,7
16.1,CMR,2020,11,7
3.6,COD,2020,11,7
16.6,COG,2020,11,7
717.2,COL,2020,11,7
7.9,COM,2020,11,7
186.9,CPV,2020,11,7
335.9,CRI,2020,11,7
11.9,CUB,2020,11,7
53.6,CYP,2020,11,7
773.5,CZE,2020,11,7
199.0,DEU,2020,11,7
60.9,DJI,2020,11,7
,DMA,2020,11,7
144.0,DNK,2020,11,7
212.8,DOM,2020,11,7
54.5,DZA,2020,11,7
752.5,ECU,2020,11,7
63.8,EGY,2020,11,7
,ERI,2020,11,7
964.1,ESP,2020,11,7
89.0,EST,2020,11,7
14.5,ETH,2020,11,7
71.9,FIN,2020,11,7
2.2,FJI,2020,11,7
781.7,FRA,2020,11,7
26.3,GAB,2020,11,7
858.3,GBR,2020,11,7
318.4,GEO,2020,11,7
10.2,GHA,2020,11,7
5.6,GIN,2020,11,7
49.5,GMB,2020,11,7
21.8,GNB,2020,11,7
58.6,GNQ,2020,11,7
232.0,GRC,2020,11,7
,GRD,2020,11,7
228.6,GTM,2020,11,7
191.1,GUY,2020,11,7
14.4,HKG,2020,11,7
290.0,HND,2020,11,7
437.6,HRV,2020,11,7
20.1,HTI,2020,11,7
500.6,HUN,2020,11,7
61.3,IDN,2020,11,7
98.8,IND,2020,11,7
412.0,IRL,2020,11,7
567.4,IRN,2020,11,7
297.7,IRQ,2020,11,7
75.7,ISL,2020,11,7
326.7,ISR,2020,11,7
920.6,ITA,2020,11,7
86.4,JAM,2020,11,7
267.9,JOR,2020,11,7
16.5,JPN,2020,11,7
130.4,KAZ,2020,11,7
26.7,KEN,2020,11,7
192.4,KGZ,2020,11,7
,KHM,2020,11,7
,KNA,2020,11,7
10.3,KOR,2020,11,7
203.3,KWT,2020,11,7
,LAO,2020,11,7
150.4,LBN,2020,11,7
16.0,LBR,2020,11,7
170.0,LBY,2020,11,7
10.8,LCA,2020,11,7
444.4,LIE,2020,11,7
